smse,mae,sqdiff,nlpd,objective,training(s),seed,valid
0.8041,7.1228,9.7383,3.6729,25919.4,21,1
0.8592,7.4871,10.0665,3.7316,30353.0,22,1
0.8607,6.8462,10.0753,3.8443,35187.8,23,1
0.8132,7.0779,9.7932,3.7087,35419.5,24,1
0.8213,7.0294,9.8420,3.7086,32175.6,25,1
